No,date,time,PM2.5,PM10,O3,CO,NO2
575,2021-12-24,22:00 - 23:00,71,105,29,1.33,26
576,2021-12-24,23:00 - 24:00,63,88,20,1.21,21
577,2021-12-25,00:00 - 01:00,61,79,20,0.83,18
578,2021-12-25,01:00 - 02:00,57,80,23,1.02,14
579,2021-12-25,02:00 - 03:00,59,78,12,1.36,14
580,2021-12-25,03:00 - 04:00,55,84,8,1.05,18
581,2021-12-25,04:00 - 05:00,53,84,7,1.01,16
582,2021-12-25,05:00 - 06:00,46,80,5,1.31,15
583,2021-12-25,06:00 - 07:00,42,68,4,1.29,14
584,2021-12-25,07:00 - 08:00,39,56,4,1.67,15
585,2021-12-25,08:00 - 09:00,45,53,6,1.67,15
586,2021-12-25,09:00 - 10:00,48,57,9,1,17
587,2021-12-25,10:00 - 11:00,37,50,9,1.08,18
588,2021-12-25,11:00 - 12:00,35,50,14,0.96,21
589,2021-12-25,12:00 - 13:00,23,30,15,0.98,24
590,2021-12-25,13:00 - 14:00,17,40,16,0.81,27
591,2021-12-25,14:00 - 15:00,30,44,17,0.9,27
592,2021-12-25,15:00 - 16:00,31,49,13,1.16,29
593,2021-12-25,16:00 - 17:00,22,49,8,1.47,30
594,2021-12-25,17:00 - 18:00,30,55,7,N/A,N/A
595,2021-12-25,18:00 - 19:00,34,57,N/A,1.88,31
596,2021-12-25,19:00 - 20:00,32,69,20,1.37,30
597,2021-12-25,20:00 - 21:00,40,74,17,1.28,27
598,2021-12-25,21:00 - 22:00,41,68,21,1.1,24
599,2021-12-25,22:00 - 23:00,39,73,22,0.94,21
600,2021-12-25,23:00 - 24:00,37,63,17,0.89,18
601,2021-12-26,00:00 - 01:00,38,63,16,0.77,15
602,2021-12-26,01:00 - 02:00,38,57,15,0.76,12
603,2021-12-26,02:00 - 03:00,31,44,16,0.72,11
604,2021-12-26,03:00 - 04:00,29,42,10,0.96,10
605,2021-12-26,04:00 - 05:00,21,41,7,1,12
606,2021-12-26,05:00 - 06:00,19,46,7,1.17,12
607,2021-12-26,06:00 - 07:00,25,51,5,1.23,13
608,2021-12-26,07:00 - 08:00,32,41,4,1.52,13
609,2021-12-26,08:00 - 09:00,43,53,5,1.41,14
610,2021-12-26,09:00 - 10:00,34,42,8,1.15,15
611,2021-12-26,10:00 - 11:00,34,53,12,1.08,17
612,2021-12-26,11:00 - 12:00,27,45,16,1.03,20
613,2021-12-26,12:00 - 13:00,23,45,17,0.91,23
614,2021-12-26,13:00 - 14:00,27,39,18,0.81,25
615,2021-12-26,14:00 - 15:00,27,38,14,1.05,26
616,2021-12-26,15:00 - 16:00,26,44,14,1.16,25
617,2021-12-26,16:00 - 17:00,18,45,12,N/A,N/A
618,2021-12-26,17:00 - 18:00,12,43,N/A,1.42,29
619,2021-12-26,18:00 - 19:00,33,67,9,1.51,29
620,2021-12-26,19:00 - 20:00,32,92,6,1.91,28
621,2021-12-26,20:00 - 21:00,16,81,4,1.93,31
622,2021-12-26,21:00 - 22:00,25,74,4,1.95,32
623,2021-12-26,22:00 - 23:00,38,89,4,1.57,32
624,2021-12-26,23:00 - 24:00,52,81,9,1.04,26
625,2021-12-27,00:00 - 01:00,51,83,8,1.06,22
626,2021-12-27,01:00 - 02:00,45,82,10,1.06,19
627,2021-12-27,02:00 - 03:00,44,80,6,1.22,18
628,2021-12-27,03:00 - 04:00,46,91,8,1.14,18
629,2021-12-27,04:00 - 05:00,53,89,5,1.45,18
630,2021-12-27,05:00 - 06:00,54,92,4,1.94,20
631,2021-12-27,06:00 - 07:00,60,93,3,2.37,21
632,2021-12-27,07:00 - 08:00,63,97,4,2.53,21
633,2021-12-27,08:00 - 09:00,61,95,6,1.71,22
634,2021-12-27,09:00 - 10:00,54,74,10,1.51,22
635,2021-12-27,10:00 - 11:00,42,64,14,1.35,26
636,2021-12-27,11:00 - 12:00,47,58,17,1.05,59
637,2021-12-27,12:00 - 13:00,75,100,20,0.97,58
638,2021-12-27,13:00 - 14:00,60,87,12,1.37,71
639,2021-12-27,14:00 - 15:00,55,67,14,1.38,75
640,2021-12-27,15:00 - 16:00,55,96,20,N/A,N/A
641,2021-12-27,16:00 - 17:00,48,75,N/A,1.57,71
642,2021-12-27,17:00 - 18:00,42,77,8,1.81,72
643,2021-12-27,18:00 - 19:00,44,73,9,1.81,69
644,2021-12-27,19:00 - 20:00,43,74,11,1.74,69
645,2021-12-27,20:00 - 21:00,34,73,4,2.14,70
646,2021-12-27,21:00 - 22:00,32,83,2,1.99,65
647,2021-12-27,22:00 - 23:00,36,87,5,1.37,51
648,2021-12-27,23:00 - 24:00,43,81,9,1.01,37
649,2021-12-28,00:00 - 01:00,42,75,10,1.02,34
650,2021-12-28,01:00 - 02:00,35,66,16,0.77,26
651,2021-12-28,02:00 - 03:00,35,56,12,0.74,29
652,2021-12-28,03:00 - 04:00,30,56,11,0.77,29
653,2021-12-28,04:00 - 05:00,23,52,13,0.79,24
654,2021-12-28,05:00 - 06:00,21,45,8,1.07,32
655,2021-12-28,06:00 - 07:00,27,51,7,1.38,40
656,2021-12-28,07:00 - 08:00,31,63,6,1.77,45
657,2021-12-28,08:00 - 09:00,30,56,8,1.73,43
658,2021-12-28,09:00 - 10:00,25,62,13,1.36,42
659,2021-12-28,10:00 - 11:00,24,61,17,1.29,49
660,2021-12-28,11:00 - 12:00,24,59,22,1.19,50
661,2021-12-28,12:00 - 13:00,26,58,24,0.99,44
662,2021-12-28,13:00 - 14:00,24,52,26,0.88,36
663,2021-12-28,14:00 - 15:00,27,49,23,N/A,N/A
664,2021-12-28,15:00 - 16:00,24,43,N/A,1.22,39
665,2021-12-28,16:00 - 17:00,25,48,17,1.12,38
666,2021-12-28,17:00 - 18:00,24,47,17,1.51,51
667,2021-12-28,18:00 - 19:00,26,51,15,1.59,61
668,2021-12-28,19:00 - 20:00,24,58,8,1.79,63
669,2021-12-28,20:00 - 21:00,23,59,6,1.56,58
670,2021-12-28,21:00 - 22:00,29,71,5,1.52,56
671,2021-12-28,22:00 - 23:00,32,63,9,1.44,41
672,2021-12-28,23:00 - 24:00,32,72,15,0.99,28
673,2021-12-29,00:00 - 01:00,27,59,19,0.8,23
674,2021-12-29,01:00 - 02:00,26,61,26,0.66,18
675,2021-12-29,02:00 - 03:00,20,43,23,0.67,21
676,2021-12-29,03:00 - 04:00,16,39,23,0.64,21
677,2021-12-29,04:00 - 05:00,16,41,13,0.76,32
678,2021-12-29,05:00 - 06:00,19,40,8,1.03,40
679,2021-12-29,06:00 - 07:00,27,46,6,1.31,44
680,2021-12-29,07:00 - 08:00,28,53,7,1.84,49
681,2021-12-29,08:00 - 09:00,28,56,12,1.25,38
682,2021-12-29,09:00 - 10:00,29,54,13,1.38,47
683,2021-12-29,10:00 - 11:00,25,60,19,1.28,48
684,2021-12-29,11:00 - 12:00,27,51,25,0.94,35
685,2021-12-29,12:00 - 13:00,27,52,24,0.79,31
686,2021-12-29,13:00 - 14:00,25,54,25,N/A,N/A
687,2021-12-29,14:00 - 15:00,25,50,N/A,1.07,38
688,2021-12-29,15:00 - 16:00,26,49,17,1.34,51
689,2021-12-29,16:00 - 17:00,30,54,24,1.17,47
690,2021-12-29,17:00 - 18:00,29,58,21,1.31,56
691,2021-12-29,18:00 - 19:00,28,57,15,1.31,50
692,2021-12-29,19:00 - 20:00,23,60,8,1.52,50
693,2021-12-29,20:00 - 21:00,24,60,9,1.28,47
694,2021-12-29,21:00 - 22:00,29,61,5,1.42,50
695,2021-12-29,22:00 - 23:00,31,66,5,1.37,44
696,2021-12-29,23:00 - 24:00,36,69,7,1.19,38
697,2021-12-30,00:00 - 01:00,37,65,16,0.85,26
698,2021-12-30,01:00 - 02:00,29,57,17,0.79,23
699,2021-12-30,02:00 - 03:00,26,48,20,0.67,19
700,2021-12-30,03:00 - 04:00,21,50,18,0.72,21
701,2021-12-30,04:00 - 05:00,20,45,11,0.79,30
702,2021-12-30,05:00 - 06:00,20,42,4,1.33,45
703,2021-12-30,06:00 - 07:00,26,49,3,1.45,45
704,2021-12-30,07:00 - 08:00,28,52,5,1.51,41
705,2021-12-30,08:00 - 09:00,34,62,8,1.38,35
706,2021-12-30,09:00 - 10:00,28,62,8,1.27,34
707,2021-12-30,10:00 - 11:00,29,63,13,1.36,46
708,2021-12-30,11:00 - 12:00,31,65,15,0.87,35
709,2021-12-30,12:00 - 13:00,28,55,20,N/A,N/A
710,2021-12-30,13:00 - 14:00,25,52,N/A,0.66,27
711,2021-12-30,14:00 - 15:00,26,44,29,0.71,30
712,2021-12-30,15:00 - 16:00,27,49,22,0.9,38
713,2021-12-30,16:00 - 17:00,31,43,24,0.93,47
714,2021-12-30,17:00 - 18:00,25,47,21,1,48
715,2021-12-30,18:00 - 19:00,25,43,9,1.22,58
716,2021-12-30,19:00 - 20:00,24,52,6,1.72,54
717,2021-12-30,20:00 - 21:00,27,57,5,1.64,57
718,2021-12-30,21:00 - 22:00,34,61,3,1.71,59
719,2021-12-30,22:00 - 23:00,32,62,3,1.68,58
720,2021-12-30,23:00 - 24:00,37,68,9,1.28,40
721,2021-12-31,00:00 - 01:00,35,67,18,0.74,26
722,2021-12-31,01:00 - 02:00,26,54,20,0.64,20
723,2021-12-31,02:00 - 03:00,20,53,16,0.72,23
724,2021-12-31,03:00 - 04:00,20,44,9,0.77,30
725,2021-12-31,04:00 - 05:00,26,51,4,0.82,35
726,2021-12-31,05:00 - 06:00,28,49,3,1,38
727,2021-12-31,06:00 - 07:00,30,56,3,1.19,39
728,2021-12-31,07:00 - 08:00,28,53,6,1.01,32
729,2021-12-31,08:00 - 09:00,29,55,11,0.97,30
730,2021-12-31,09:00 - 10:00,26,60,17,0.81,28
731,2021-12-31,10:00 - 11:00,21,62,23,0.57,22
732,2021-12-31,11:00 - 12:00,20,51,25,N/A,N/A
733,2021-12-31,12:00 - 13:00,19,50,N/A,0.5,17
734,2021-12-31,13:00 - 14:00,18,61,30,0.63,21
735,2021-12-31,14:00 - 15:00,24,50,32,0.66,27
736,2021-12-31,15:00 - 16:00,25,52,36,0.78,30
737,2021-12-31,16:00 - 17:00,22,51,32,0.66,32
738,2021-12-31,17:00 - 18:00,20,48,24,0.82,38
739,2021-12-31,18:00 - 19:00,21,51,18,0.83,40
740,2021-12-31,19:00 - 20:00,23,57,10,1.08,47
741,2021-12-31,20:00 - 21:00,22,54,8,1.22,46
742,2021-12-31,21:00 - 22:00,29,60,9,1.58,41
743,2021-12-31,22:00 - 23:00,36,69,7,1.45,41
744,2021-12-31,23:00 - 24:00,34,73,7,1.58,37
745,2022-01-01,00:00 - 01:00,34,72,8,1.28,34
746,2022-01-01,01:00 - 02:00,36,76,18,0.79,22
747,2022-01-01,02:00 - 03:00,38,74,19,0.6,21
748,2022-01-01,03:00 - 04:00,35,66,19,0.53,18
749,2022-01-01,04:00 - 05:00,29,56,15,0.57,19
750,2022-01-01,05:00 - 06:00,32,56,20,0.47,16
751,2022-01-01,06:00 - 07:00,32,46,15,0.57,20
752,2022-01-01,07:00 - 08:00,26,39,8,0.87,29
753,2022-01-01,08:00 - 09:00,25,52,11,0.68,28
754,2022-01-01,09:00 - 10:00,25,56,14,0.7,34
755,2022-01-01,10:00 - 11:00,27,59,25,N/A,N/A
756,2022-01-01,11:00 - 12:00,32,49,N/A,0.43,21
757,2022-01-01,12:00 - 13:00,37,50,31,0.38,16
758,2022-01-01,13:00 - 14:00,35,45,31,0.43,16
759,2022-01-01,14:00 - 15:00,30,48,32,0.47,17
760,2022-01-01,15:00 - 16:00,30,37,33,0.53,22
761,2022-01-01,16:00 - 17:00,24,44,35,0.45,24
762,2022-01-01,17:00 - 18:00,21,40,27,0.58,29
763,2022-01-01,18:00 - 19:00,21,39,19,0.74,35
764,2022-01-01,19:00 - 20:00,27,41,14,0.79,37
765,2022-01-01,20:00 - 21:00,25,43,11,0.84,36
766,2022-01-01,21:00 - 22:00,26,45,15,0.69,27
767,2022-01-01,22:00 - 23:00,26,47,16,0.67,26
768,2022-01-01,23:00 - 24:00,27,48,18,0.6,25
769,2022-01-02,00:00 - 01:00,28,45,21,0.58,21
770,2022-01-02,01:00 - 02:00,22,46,18,0.59,24
771,2022-01-02,02:00 - 03:00,20,46,16,0.51,24
772,2022-01-02,03:00 - 04:00,21,45,14,0.58,22
773,2022-01-02,04:00 - 05:00,23,41,7,0.74,27
774,2022-01-02,05:00 - 06:00,34,48,7,0.8,26
775,2022-01-02,06:00 - 07:00,38,57,4,1.15,33
776,2022-01-02,07:00 - 08:00,36,61,8,1,28
777,2022-01-02,08:00 - 09:00,32,59,11,0.96,29
778,2022-01-02,09:00 - 10:00,28,60,16,N/A,N/A
779,2022-01-02,10:00 - 11:00,32,52,N/A,N/A,N/A
780,2022-01-02,11:00 - 12:00,33,50,N/A,N/A,N/A
781,2022-01-02,12:00 - 13:00,37,46,N/A,N/A,N/A
782,2022-01-02,13:00 - 14:00,31,48,N/A,N/A,N/A
783,2022-01-02,14:00 - 15:00,28,41,N/A,N/A,N/A
784,2022-01-02,15:00 - 16:00,29,39,N/A,N/A,N/A
785,2022-01-02,16:00 - 17:00,30,46,N/A,N/A,N/A
786,2022-01-02,17:00 - 18:00,23,41,N/A,N/A,N/A
787,2022-01-02,18:00 - 19:00,19,38,N/A,N/A,N/A
788,2022-01-02,19:00 - 20:00,19,42,N/A,N/A,N/A
789,2022-01-02,20:00 - 21:00,20,48,N/A,N/A,N/A
790,2022-01-02,21:00 - 22:00,27,63,5,1.6,44
791,2022-01-02,22:00 - 23:00,30,54,7,1.29,39
792,2022-01-02,23:00 - 24:00,26,67,5,1.25,41
793,2022-01-03,00:00 - 01:00,24,62,2,1.24,42
794,2022-01-03,01:00 - 02:00,23,56,2,1.32,42
795,2022-01-03,02:00 - 03:00,27,53,4,0.98,41
796,2022-01-03,03:00 - 04:00,35,46,9,0.96,33
797,2022-01-03,04:00 - 05:00,37,53,7,0.85,35
798,2022-01-03,05:00 - 06:00,34,51,4,1.07,47
799,2022-01-03,06:00 - 07:00,38,57,2,1.34,43
800,2022-01-03,07:00 - 08:00,40,66,4,1.36,39
801,2022-01-03,08:00 - 09:00,37,66,7,N/A,N/A
802,2022-01-03,09:00 - 10:00,33,67,N/A,1.07,36
803,2022-01-03,10:00 - 11:00,31,68,23,0.91,27
804,2022-01-03,11:00 - 12:00,36,59,24,0.96,37
805,2022-01-03,12:00 - 13:00,37,59,28,0.94,34
806,2022-01-03,13:00 - 14:00,32,55,28,0.83,29
807,2022-01-03,14:00 - 15:00,29,45,27,0.79,29
808,2022-01-03,15:00 - 16:00,24,38,25,0.67,26
809,2022-01-03,16:00 - 17:00,21,41,21,0.82,33
810,2022-01-03,17:00 - 18:00,18,36,17,0.93,41
811,2022-01-03,18:00 - 19:00,18,40,11,1.24,48
812,2022-01-03,19:00 - 20:00,21,45,11,1.5,58
813,2022-01-03,20:00 - 21:00,30,53,13,1.45,51
814,2022-01-03,21:00 - 22:00,34,63,4,1.6,58
815,2022-01-03,22:00 - 23:00,37,63,4,1.56,54
816,2022-01-03,23:00 - 24:00,31,64,3,1.25,50
817,2022-01-04,00:00 - 01:00,29,67,3,1.27,46
818,2022-01-04,01:00 - 02:00,35,70,2,1.31,43
819,2022-01-04,02:00 - 03:00,37,76,2,1.24,38
820,2022-01-04,03:00 - 04:00,47,85,2,1.12,35
821,2022-01-04,04:00 - 05:00,50,84,2,1.13,35
822,2022-01-04,05:00 - 06:00,52,86,2,1.69,45
823,2022-01-04,06:00 - 07:00,49,93,2,2.09,48
824,2022-01-04,07:00 - 08:00,50,102,N/A,N/A,N/A
825,2022-01-04,08:00 - 09:00,50,102,N/A,N/A,N/A
826,2022-01-04,09:00 - 10:00,57,127,6,1.57,47
827,2022-01-04,10:00 - 11:00,59,102,8,1.58,57
828,2022-01-04,11:00 - 12:00,43,77,15,1.18,46
829,2022-01-04,12:00 - 13:00,31,74,23,0.86,35
830,2022-01-04,13:00 - 14:00,28,61,23,0.93,41
831,2022-01-04,14:00 - 15:00,30,81,24,1,46
832,2022-01-04,15:00 - 16:00,25,67,15,1.35,65
833,2022-01-04,16:00 - 17:00,27,69,24,1.18,55
834,2022-01-04,17:00 - 18:00,28,70,15,1.39,64
835,2022-01-04,18:00 - 19:00,31,71,9,1.78,72
836,2022-01-04,19:00 - 20:00,37,77,8,1.81,70
837,2022-01-04,20:00 - 21:00,41,84,7,1.76,62
838,2022-01-04,21:00 - 22:00,43,84,3,1.72,59
839,2022-01-04,22:00 - 23:00,40,82,5,1.24,50
840,2022-01-04,23:00 - 24:00,38,80,9,0.87,38
841,2022-01-05,00:00 - 01:00,40,80,4,0.9,38
842,2022-01-05,01:00 - 02:00,36,78,3,0.93,38
843,2022-01-05,02:00 - 03:00,36,77,2,0.98,41
844,2022-01-05,03:00 - 04:00,41,81,1,1.25,41
845,2022-01-05,04:00 - 05:00,45,86,2,1.34,44
846,2022-01-05,05:00 - 06:00,50,88,2,1.68,47
847,2022-01-05,06:00 - 07:00,53,91,2,N/A,N/A
848,2022-01-05,07:00 - 08:00,56,106,N/A,3.04,54
849,2022-01-05,08:00 - 09:00,61,119,3,2.69,60
850,2022-01-05,09:00 - 10:00,68,121,4,2.07,69
851,2022-01-05,10:00 - 11:00,71,118,12,1.54,62
852,2022-01-05,11:00 - 12:00,63,105,14,1.34,69
853,2022-01-05,12:00 - 13:00,55,91,19,1.11,60
854,2022-01-05,13:00 - 14:00,49,87,20,1.09,64
855,2022-01-05,14:00 - 15:00,41,83,24,1.01,55
856,2022-01-05,15:00 - 16:00,34,74,35,0.86,44
857,2022-01-05,16:00 - 17:00,31,68,22,1.16,62
858,2022-01-05,17:00 - 18:00,36,70,51,1.61,60
859,2022-01-05,18:00 - 19:00,50,81,49,1.67,51
860,2022-01-05,19:00 - 20:00,55,92,12,2.14,93
861,2022-01-05,20:00 - 21:00,56,98,4,2.65,107
862,2022-01-05,21:00 - 22:00,63,104,4,2.11,87
863,2022-01-05,22:00 - 23:00,59,110,2,1.85,74
864,2022-01-05,23:00 - 24:00,52,109,2,1.51,66
